id,playtime_forever,is_free,price,genres,categories,total_positive_reviews,total_negative_reviews,day_btn_purchase_release
69,1.1,0,4800.0,14,155,927.0,82.0,804
70,0.0,0,2600.0,59,150,827.0,99.0,421
71,0.4666666666666667,0,9000.0,38,230,12603.0,1460.0,83
72,1.1,0,3600.0,65,172,9347.0,971.0,530
73,0.0,0,4800.0,14,172,223.0,67.0,233
74,0.13333333333333333,0,3600.0,14,180,32422.0,1690.0,1621
75,0.0,0,3600.0,49,39,94.0,55.0,3850
77,3.066666666666667,0,2600.0,59,191,608.0,197.0,819
78,0.0,0,7800.0,59,172,1990.0,412.0,706
79,1.85,0,3600.0,0,23,31291.0,1358.0,2084
80,0.0,0,9900.0,92,190,2638.0,424.0,713
81,0.05,0,3200.0,107,136,3430.0,136.0,1936
82,5.916666666666668,0,6800.0,14,57,11298.0,491.0,1246
83,6.366666666666666,0,9500.0,100,202,1382.0,390.0,361
84,0.0,0,7800.0,92,215,3958.0,1430.0,1530
85,0.13333333333333333,1,0.0,84,3,261.0,49.0,705
86,0.11666666666666667,0,600.0,75,190,6148.0,172.0,442
87,0.0,0,6800.0,0,24,331.0,203.0,3623
88,0.0,1,0.0,0,165,5016.0,425.0,2825
89,3.083333333333333,0,16800.0,1,124,14647.0,3002.0,662
90,32.766666666666666,0,9900.0,100,163,68660.0,27235.0,759
91,0.1,0,29900.0,0,16,678.0,175.0,828
92,0.0,0,9500.0,108,76,24817.0,1421.0,1977
93,0.0,0,5000.0,59,158,2941.0,245.0,109
94,0.45,0,3700.0,1,18,115489.0,1653.0,2051
95,1.5333333333333334,0,11200.0,14,113,3102.0,536.0,386
96,0.0,0,3600.0,86,172,1127.0,185.0,1800
97,0.0,0,7900.0,59,206,1393.0,153.0,1261
98,0.0,0,4800.0,14,60,328.0,44.0,2131
99,0.0,0,4200.0,41,172,408.0,82.0,631
100,0.8,0,3600.0,90,44,322460.0,14590.0,3989
101,0.1,0,6800.0,59,172,1415.0,210.0,85
102,2.8,0,3600.0,24,12,1015.0,94.0,3594
103,0.0,0,3600.0,86,183,468.0,43.0,3239
104,0.5,0,2900.0,92,228,34729.0,1454.0,1638
105,0.0,0,9800.0,108,132,2644.0,1256.0,686
106,0.0,0,8800.0,50,163,1813.0,188.0,683
107,0.03333333333333333,1,0.0,87,12,0.0,0.0,499
108,0.0,0,3700.0,63,206,463.0,131.0,5
109,1.6833333333333331,0,7000.0,41,11,3129.0,595.0,514
110,0.0,0,7900.0,59,207,611.0,212.0,918
111,0.25,0,6800.0,100,153,9038.0,696.0,1423
112,0.08333333333333333,1,0.0,28,29,3.0,2.0,1037
113,1.75,0,6800.0,100,12,1683.0,395.0,1491
114,0.0,0,6800.0,85,116,973.0,304.0,-154
115,0.2,0,9900.0,43,12,9674.0,639.0,3428
116,0.0,0,10000.0,1,172,8836.0,854.0,566
117,0.0,0,6800.0,0,125,5190.0,553.0,3059
118,1.4166666666666667,0,1100.0,59,224,1373.0,91.0,816
119,2.533333333333333,0,13800.0,100,213,3393.0,712.0,-393
120,2.3,0,6800.0,81,240,333.0,24.0,593
121,0.0,0,4800.0,43,61,424.0,1442.0,978
122,0.5,0,7000.0,90,202,8121.0,850.0,92
123,0.5333333333333333,0,8500.0,89,168,8353.0,1007.0,1261
124,0.0,0,7000.0,59,12,419.0,42.0,1876
125,0.0,0,7000.0,57,172,3068.0,295.0,6
126,0.13333333333333333,1,0.0,34,9,6.0,2.0,181
127,0.0,1,0.0,72,12,0.0,0.0,4
128,0.0,0,6900.0,59,172,634.0,110.0,522
129,0.0,0,9900.0,112,201,898.0,52.0,870
130,1.4,0,15400.0,103,114,2125.0,333.0,475
131,0.016666666666666666,0,6800.0,93,81,2790.0,450.0,877
132,0.6333333333333333,0,6800.0,0,49,10595.0,888.0,1081
133,49.38333333333333,0,30800.0,0,71,56368.0,20286.0,3
134,0.0,0,1800.0,59,206,1081.0,76.0,103
135,0.0,0,6900.0,108,117,2048.0,883.0,757
136,0.85,0,8800.0,47,170,1945.0,2951.0,1442
137,0.0,0,4800.0,41,51,507.0,96.0,802
138,0.7,0,11200.0,0,163,8215.0,1424.0,631
139,0.0,0,5900.0,59,238,656.0,138.0,1951
140,0.0,0,26800.0,10,109,8356.0,2040.0,967
141,0.0,0,11200.0,14,218,365.0,55.0,187
142,0.5,0,800.0,76,216,9318.0,1194.0,390
143,4.216666666666667,0,3700.0,59,167,5361.0,402.0,264
144,0.0,0,11600.0,93,105,5791.0,480.0,2100
145,0.0,0,7000.0,21,160,67.0,74.0,143
146,0.0,0,9000.0,100,148,2789.0,410.0,485
147,0.0,0,7900.0,59,206,1074.0,126.0,1123
148,0.0,0,3700.0,50,191,612.0,171.0,1417
149,1.95,0,9000.0,78,106,42599.0,678.0,585
150,0.0,0,4200.0,59,172,3936.0,515.0,353
151,1.6833333333333331,0,3400.0,59,205,525.0,85.0,427
152,0.0,0,6800.0,1,227,8631.0,1192.0,1787
153,0.16666666666666666,0,8800.0,44,178,3533.0,1092.0,1151
154,0.9666666666666668,0,9900.0,89,190,2355.0,260.0,1113
155,0.1,0,3200.0,8,226,798.0,52.0,1224
156,0.0,1,0.0,113,158,351.0,91.0,905
157,0.2,1,0.0,4,110,1719.0,310.0,256
158,3.2333333333333334,0,6800.0,43,194,11486.0,1087.0,1337
159,0.0,0,6800.0,0,22,1293.0,547.0,2427
160,12.766666666666667,0,6800.0,0,172,25689.0,6151.0,1020
161,10.0,0,15800.0,1,69,11102.0,1788.0,282
162,0.0,0,2200.0,59,158,340.0,40.0,471
163,51.28333333333333,0,3600.0,18,85,221277.0,6414.0,2204
164,0.0,0,13800.0,17,2,1232.0,721.0,655
165,0.0,0,4800.0,36,184,2492.0,498.0,1899
166,0.0,0,3100.0,59,206,84.0,26.0,410
167,24.93333333333333,1,0.0,51,199,785.0,84.0,127
168,1.7666666666666666,0,12500.0,24,108,9255.0,1135.0,88
169,0.5,0,16900.0,102,72,1544.0,634.0,327
170,2.5,0,2600.0,79,189,4245.0,255.0,5
171,0.0,0,12500.0,1,163,2807.0,469.0,1712
172,0.0,0,13400.0,107,41,6992.0,423.0,622
173,1.75,0,5000.0,50,160,17278.0,445.0,1578
174,0.0,0,6800.0,14,172,4075.0,397.0,421
175,0.0,0,6800.0,67,46,754.0,130.0,1312
176,0.0,0,12900.0,100,185,15695.0,2645.0,973
177,0.08333333333333333,0,3600.0,88,58,757.0,195.0,725
178,0.0,0,3600.0,59,191,1261.0,497.0,1070
179,0.05,0,8800.0,59,201,2209.0,475.0,114
180,0.0,0,9900.0,1,172,12537.0,1746.0,807
181,0.3333333333333333,0,5700.0,92,36,514.0,222.0,-432
182,0.0,0,6400.0,43,164,7687.0,4014.0,559
183,14.433333333333335,0,5400.0,14,31,4526.0,480.0,67
184,0.0,0,12900.0,0,172,12554.0,2868.0,985
185,0.8333333333333334,0,12700.0,100,172,210988.0,4982.0,1364
186,4.216666666666667,0,4800.0,59,225,683.0,38.0,913
187,0.03333333333333333,0,9900.0,100,12,5559.0,416.0,2787
188,0.0,0,6700.0,1,120,453.0,160.0,4014
189,0.6,0,4800.0,18,35,1372.0,69.0,592
190,0.9833333333333332,0,17000.0,1,163,31993.0,1058.0,1719
191,0.2,0,1500.0,53,12,2809.0,492.0,968
192,6.316666666666666,0,20800.0,1,227,8351.0,2488.0,984
193,0.0,0,5800.0,62,147,5683.0,1359.0,1070
194,0.0,0,6800.0,59,172,5338.0,699.0,1129
195,2.1166666666666667,0,3500.0,59,172,32156.0,5298.0,624
196,2.6333333333333333,0,8800.0,0,73,249706.0,50297.0,752
197,92.63333333333334,0,13300.0,67,101,47530.0,2488.0,81
198,0.0,1,0.0,62,159,3578.0,762.0,1009
199,0.0,0,6800.0,63,179,41729.0,2399.0,1342
200,0.0,1,0.0,58,12,0.0,0.0,271
201,0.0,0,7000.0,50,172,1422.0,154.0,1138
202,1.1666666666666667,0,5000.0,14,172,1202.0,296.0,411
203,1.25,0,4800.0,92,172,4058.0,560.0,245
204,1.4,0,8000.0,64,172,43758.0,4142.0,143
205,0.016666666666666666,1,0.0,33,73,2713.0,332.0,861
206,0.31666666666666665,0,6000.0,111,154,6989.0,638.0,584
207,0.0,0,3600.0,100,111,1220.0,486.0,3330
208,7.4,0,9000.0,59,137,29499.0,4930.0,-478
209,2.7,0,7000.0,21,54,102948.0,8055.0,-142
210,0.0,0,5000.0,50,166,141.0,28.0,896
211,0.0,0,11600.0,49,97,4711.0,1142.0,1420
212,4.183333333333334,0,6800.0,9,166,12903.0,992.0,245
213,11.516666666666667,0,3700.0,43,50,193310.0,34095.0,1158
214,6.3,0,11800.0,48,149,7796.0,2533.0,724
215,0.0,0,3600.0,36,98,4692.0,614.0,1975
216,0.15,0,4000.0,102,210,177.0,51.0,968
217,0.0,0,6800.0,59,208,1238.0,200.0,781
218,9.883333333333333,0,6900.0,94,0,32155.0,9237.0,94
219,0.4166666666666667,0,2600.0,36,204,4898.0,1410.0,1488
221,31.983333333333334,0,5000.0,88,206,1651.0,382.0,506
222,7.516666666666667,0,18500.0,1,172,1849.0,644.0,653
223,0.0,0,9500.0,0,172,58815.0,2879.0,1829
224,0.0,0,7000.0,14,167,30160.0,1226.0,1666
225,3.033333333333333,1,0.0,1,174,86653.0,2667.0,601
226,4.766666666666667,0,13800.0,15,78,128486.0,53081.0,657
227,2.2,0,9000.0,66,206,4834.0,785.0,351
228,5.4,0,11200.0,62,56,9349.0,1100.0,610
229,0.08333333333333333,0,6800.0,41,157,1132.0,284.0,1953
230,5.033333333333333,0,3600.0,43,64,12411.0,1334.0,2267
231,0.25,0,9500.0,70,183,11955.0,2020.0,2231
232,0.0,0,9000.0,59,87,244.0,99.0,350
233,0.016666666666666666,0,12700.0,43,70,68895.0,5453.0,1176
234,5.383333333333334,1,0.0,13,12,76.0,5.0,327
235,0.0,0,5000.0,14,235,280.0,81.0,53
236,28.98333333333333,1,0.0,19,231,3159.0,1645.0,354
237,0.0,0,6800.0,62,218,1656.0,300.0,1401
238,0.65,0,6800.0,92,158,22228.0,2682.0,1415
239,0.0,0,3100.0,59,206,50.0,5.0,403
240,0.21666666666666667,0,10000.0,59,206,1159.0,121.0,1168
241,0.0,0,8800.0,92,92,3360.0,615.0,1507
242,0.0,0,3600.0,93,12,1147.0,122.0,4320
243,0.0,0,9000.0,104,163,10303.0,1437.0,338
244,9.016666666666667,0,5900.0,100,222,11989.0,738.0,3129
245,0.25,0,26800.0,43,156,6414.0,437.0,502
246,0.0,0,3600.0,100,12,1796.0,264.0,3171
247,0.0,0,6400.0,0,127,2460.0,1175.0,2569
248,0.0,0,13500.0,1,176,9066.0,562.0,2303
249,0.16666666666666666,0,3400.0,2,150,42.0,58.0,288
250,5.116666666666666,0,1900.0,71,239,83914.0,2141.0,191
251,4.55,0,6800.0,37,176,6224.0,616.0,605
252,3.1166666666666667,0,4700.0,6,190,175.0,25.0,221
253,0.0,0,4800.0,14,166,3697.0,218.0,1490
254,0.0,0,3100.0,59,188,922.0,243.0,2440
255,0.4166666666666667,0,4800.0,37,34,14164.0,537.0,516
256,0.0,0,6800.0,0,186,5002.0,703.0,1545
257,0.016666666666666666,0,5900.0,37,66,901.0,365.0,423
258,2.716666666666667,0,6800.0,102,42,2682.0,415.0,1196
259,0.03333333333333333,0,8800.0,1,151,2816.0,251.0,1666
260,3.1666666666666665,0,3800.0,59,172,3175.0,335.0,1484
261,0.0,0,11200.0,46,131,970.0,357.0,2096
262,0.0,0,6800.0,50,172,2418.0,384.0,737
263,1.0166666666666666,0,19900.0,108,134,29827.0,12856.0,846
264,0.0,0,6800.0,41,33,800.0,68.0,367
265,0.1,0,3600.0,37,65,16165.0,1121.0,1328
266,5.116666666666666,1,0.0,35,5,61.0,7.0,19
267,0.13333333333333333,0,8800.0,59,201,1337.0,383.0,427
268,0.9166666666666666,0,6800.0,59,172,10999.0,546.0,228
269,78.7,0,9800.0,22,10,440902.0,436046.0,-137
270,1.7666666666666666,0,10300.0,92,234,36004.0,820.0,-380
271,0.0,0,13800.0,50,172,204.0,6.0,341
272,0.0,0,2200.0,92,172,3567.0,563.0,538
273,0.0,0,3200.0,93,206,181.0,99.0,87
274,0.0,0,1500.0,59,190,1832.0,82.0,551
275,113.8,0,2400.0,63,40,75828.0,2911.0,269
276,1.35,0,4800.0,14,172,6607.0,1674.0,1707
277,0.0,0,1100.0,75,12,39.0,9.0,101
278,0.0,0,19000.0,108,77,21211.0,4645.0,1280
279,0.0,0,10000.0,0,172,2470.0,316.0,522
280,1.3666666666666667,0,5900.0,36,81,4736.0,661.0,662
281,0.2333333333333333,0,9900.0,76,169,1686.0,326.0,335
282,0.0,0,6800.0,0,146,21158.0,16764.0,558
283,1.0833333333333333,1,0.0,12,6,82806.0,65127.0,-201
284,0.0,0,3700.0,63,190,3775.0,413.0,822
285,0.7333333333333333,0,6200.0,36,189,1171.0,187.0,985
286,0.0,0,3600.0,108,229,98.0,137.0,2555
287,0.2833333333333333,0,3900.0,53,206,1697.0,116.0,1355
288,0.0,0,6400.0,43,150,15087.0,932.0,3872
289,0.0,0,16800.0,107,190,2217.0,1243.0,871
290,0.6166666666666667,0,3700.0,63,206,3878.0,332.0,407
291,0.0,0,4800.0,24,63,10809.0,2301.0,1267
292,0.0,0,2999.0,92,88,1186.0,330.0,541
293,0.0,0,3400.0,54,190,213.0,44.0,636
294,0.26666666666666666,1,0.0,3,145,6913.0,800.0,196
295,2.6,0,8800.0,1,53,41426.0,5190.0,1556
296,2.4833333333333334,0,6900.0,16,8,2129.0,1013.0,978
297,0.0,0,7900.0,59,206,1326.0,139.0,1485
298,0.0,0,6800.0,24,172,4257.0,756.0,427
299,2.8833333333333333,0,8800.0,108,222,114.0,29.0,229
300,0.2333333333333333,0,4900.0,20,201,978.0,155.0,319
301,0.2333333333333333,0,2100.0,11,160,201.0,52.0,779
302,0.15,0,8800.0,14,163,440.0,57.0,-76
303,0.4166666666666667,0,400.0,66,190,1266.0,123.0,752
304,0.0,0,3700.0,90,198,8255.0,622.0,1066
305,0.7166666666666667,0,8000.0,42,4,565.0,161.0,2
306,0.0,0,4800.0,41,67,125.0,32.0,869
307,0.03333333333333333,0,6800.0,24,62,3361.0,969.0,1351
308,22.35,0,11900.0,1,123,330688.0,127502.0,1166
309,20.616666666666667,0,24800.0,24,192,24088.0,4546.0,147
310,0.0,0,7800.0,89,201,41141.0,6291.0,1128
311,0.0,0,6800.0,39,163,363.0,67.0,1196
313,0.0,0,7200.0,14,17,2983.0,1438.0,962
314,0.0,0,6400.0,43,163,2557.0,2333.0,559
315,0.0,0,10000.0,45,28,1653.0,616.0,335
316,0.0,0,11200.0,0,130,2800.0,129.0,775
317,0.05,0,3600.0,107,12,1753.0,459.0,3199
318,2.0166666666666666,0,7000.0,62,102,4633.0,865.0,416
319,0.8166666666666667,0,2100.0,59,206,7790.0,185.0,358
320,0.0,0,11200.0,101,135,20898.0,2062.0,2129
321,0.0,0,6800.0,109,190,177.0,4.0,478
322,1.3666666666666667,1,0.0,62,159,0.0,0.0,1009
323,1.2666666666666666,0,9800.0,66,172,1306.0,258.0,253
324,0.2833333333333333,0,3800.0,107,214,2099.0,87.0,383
325,3.15,0,9000.0,86,223,15327.0,949.0,-385
326,0.0,0,3600.0,0,121,331.0,127.0,1449
327,0.0,0,4800.0,100,12,845.0,333.0,1565
328,0.0,0,1800.0,60,206,1688.0,233.0,1344
329,2.3833333333333333,0,24800.0,1,203,251.0,35.0,350
330,0.0,0,6800.0,0,161,378.0,42.0,653
331,2.533333333333333,0,8800.0,59,30,15943.0,296.0,631
332,0.31666666666666665,1,0.0,52,79,135.0,29.0,391
333,0.0,0,4800.0,36,35,854.0,204.0,695
334,0.0,0,11800.0,24,162,27271.0,741.0,1941
335,0.0,0,2500.0,50,229,730.0,90.0,1959
336,0.6833333333333333,0,4800.0,0,236,1949.0,94.0,38
337,0.0,0,9900.0,0,163,2292.0,463.0,678
338,0.0,0,5000.0,50,160,5034.0,1589.0,552
339,5.883333333333334,0,3600.0,59,208,5641.0,687.0,1556
340,0.08333333333333333,0,4000.0,36,176,58.0,0.0,913
341,0.6166666666666667,1,0.0,83,25,42.0,32.0,186
342,1.1166666666666667,0,7900.0,59,208,1142.0,108.0,1468
343,0.0,0,7900.0,59,206,609.0,92.0,1024
344,0.05,0,4800.0,62,233,6383.0,833.0,1556
345,63.8,0,8000.0,93,181,31062.0,1077.0,-415
346,0.0,0,3600.0,60,206,1975.0,44.0,658
347,23.63333333333333,0,20800.0,1,73,23338.0,7681.0,347
348,0.0,0,2000.0,53,190,263.0,63.0,2163
349,0.3333333333333333,0,4800.0,37,37,3083.0,202.0,247
350,2.45,0,3700.0,0,68,11922.0,2303.0,1201
351,0.0,0,5000.0,18,172,106.0,23.0,561
352,0.7833333333333333,0,8800.0,47,112,150.0,91.0,339
353,0.0,0,6800.0,1,176,19008.0,4849.0,1149
354,0.0,0,8300.0,24,176,5099.0,1719.0,817
355,0.0,0,6800.0,1,166,718.0,159.0,477
356,0.0,0,10000.0,93,55,915.0,102.0,1551
