id,playtime_forever,price,total_positive_reviews,total_negative_reviews,day_btn_purchase_release,po_ne_ratio
68,1.6333333333333333,5800.0,20873.0,1450.0,-317,14.395172413793103
69,1.1,4800.0,927.0,82.0,804,11.304878048780488
70,0.0,2600.0,827.0,99.0,421,8.353535353535353
71,0.4666666666666667,9000.0,12603.0,1460.0,83,8.632191780821918
72,1.1,3600.0,9347.0,971.0,530,9.62615859938208
73,0.0,4800.0,223.0,67.0,233,3.328358208955224
74,0.13333333333333333,3600.0,32422.0,1690.0,1621,19.184615384615384
75,0.0,3600.0,94.0,55.0,3850,1.709090909090909
77,3.066666666666667,2600.0,608.0,197.0,819,3.0862944162436547
78,0.0,7800.0,1990.0,412.0,706,4.830097087378641
79,1.85,3600.0,31291.0,1358.0,2084,23.0419734904271
80,0.0,9900.0,2638.0,424.0,713,6.221698113207547
81,0.05,3200.0,3430.0,136.0,1936,25.220588235294116
82,5.916666666666668,6800.0,11298.0,491.0,1246,23.010183299389002
83,6.366666666666666,9500.0,1382.0,390.0,361,3.5435897435897434
84,0.0,7800.0,3958.0,1430.0,1530,2.767832167832168
85,0.13333333333333333,0.0,261.0,49.0,705,5.326530612244898
86,0.11666666666666667,600.0,6148.0,172.0,442,35.74418604651163
87,0.0,6800.0,331.0,203.0,3623,1.6305418719211822
88,0.0,0.0,5016.0,425.0,2825,11.802352941176471
89,3.083333333333333,16800.0,14647.0,3002.0,662,4.879080612924717
90,32.766666666666666,9900.0,68660.0,27235.0,759,2.521020745364421
91,0.1,29900.0,678.0,175.0,828,3.874285714285714
92,0.0,9500.0,24817.0,1421.0,1977,17.464461646727656
93,0.0,5000.0,2941.0,245.0,109,12.004081632653062
94,0.45,3700.0,115489.0,1653.0,2051,69.86630369026014
95,1.5333333333333334,11200.0,3102.0,536.0,386,5.787313432835821
96,0.0,3600.0,1127.0,185.0,1800,6.091891891891892
97,0.0,7900.0,1393.0,153.0,1261,9.104575163398692
98,0.0,4800.0,328.0,44.0,2131,7.454545454545454
99,0.0,4200.0,408.0,82.0,631,4.975609756097561
100,0.8,3600.0,322460.0,14590.0,3989,22.10143934201508
101,0.1,6800.0,1415.0,210.0,85,6.738095238095238
102,2.8,3600.0,1015.0,94.0,3594,10.797872340425531
103,0.0,3600.0,468.0,43.0,3239,10.883720930232558
104,0.5,2900.0,34729.0,1454.0,1638,23.885144429160935
105,0.0,9800.0,2644.0,1256.0,686,2.105095541401274
106,0.0,8800.0,1813.0,188.0,683,9.643617021276595
107,0.03333333333333333,0.0,0.0,0.0,499,0.0
108,0.0,3700.0,463.0,131.0,5,3.5343511450381677
109,1.6833333333333331,7000.0,3129.0,595.0,514,5.258823529411765
110,0.0,7900.0,611.0,212.0,918,2.8820754716981134
111,0.25,6800.0,9038.0,696.0,1423,12.985632183908047
112,0.08333333333333333,0.0,3.0,2.0,1037,1.5
113,1.75,6800.0,1683.0,395.0,1491,4.260759493670886
114,0.0,6800.0,973.0,304.0,-154,3.200657894736842
115,0.2,9900.0,9674.0,639.0,3428,15.139280125195619
116,0.0,10000.0,8836.0,854.0,566,10.346604215456674
117,0.0,6800.0,5190.0,553.0,3059,9.38517179023508
118,1.4166666666666667,1100.0,1373.0,91.0,816,15.087912087912088
119,2.533333333333333,13800.0,3393.0,712.0,-393,4.765449438202247
120,2.3,6800.0,333.0,24.0,593,13.875
121,0.0,4800.0,424.0,1442.0,978,0.29403606102635227
122,0.5,7000.0,8121.0,850.0,92,9.554117647058824
123,0.5333333333333333,8500.0,8353.0,1007.0,1261,8.29493545183714
124,0.0,7000.0,419.0,42.0,1876,9.976190476190476
125,0.0,7000.0,3068.0,295.0,6,10.4
126,0.13333333333333333,0.0,6.0,2.0,181,3.0
127,0.0,0.0,0.0,0.0,4,0.0
128,0.0,6900.0,634.0,110.0,522,5.763636363636364
129,0.0,9900.0,898.0,52.0,870,17.26923076923077
130,1.4,15400.0,2125.0,333.0,475,6.381381381381382
131,0.016666666666666666,6800.0,2790.0,450.0,877,6.2
132,0.6333333333333333,6800.0,10595.0,888.0,1081,11.931306306306306
133,49.38333333333333,30800.0,56368.0,20286.0,3,2.7786650892240954
134,0.0,1800.0,1081.0,76.0,103,14.223684210526315
135,0.0,6900.0,2048.0,883.0,757,2.319365798414496
136,0.85,8800.0,1945.0,2951.0,1442,0.6590986106404608
137,0.0,4800.0,507.0,96.0,802,5.28125
138,0.7,11200.0,8215.0,1424.0,631,5.768960674157303
139,0.0,5900.0,656.0,138.0,1951,4.753623188405797
140,0.0,26800.0,8356.0,2040.0,967,4.096078431372549
141,0.0,11200.0,365.0,55.0,187,6.636363636363637
142,0.5,800.0,9318.0,1194.0,390,7.8040201005025125
143,4.216666666666667,3700.0,5361.0,402.0,264,13.335820895522389
144,0.0,11600.0,5791.0,480.0,2100,12.064583333333333
145,0.0,7000.0,67.0,74.0,143,0.9054054054054054
146,0.0,9000.0,2789.0,410.0,485,6.802439024390244
147,0.0,7900.0,1074.0,126.0,1123,8.523809523809524
148,0.0,3700.0,612.0,171.0,1417,3.5789473684210527
149,1.95,9000.0,42599.0,678.0,585,62.83038348082596
150,0.0,4200.0,3936.0,515.0,353,7.6427184466019416
151,1.6833333333333331,3400.0,525.0,85.0,427,6.176470588235294
152,0.0,6800.0,8631.0,1192.0,1787,7.240771812080537
153,0.16666666666666666,8800.0,3533.0,1092.0,1151,3.2353479853479854
154,0.9666666666666668,9900.0,2355.0,260.0,1113,9.057692307692308
155,0.1,3200.0,798.0,52.0,1224,15.346153846153847
156,0.0,0.0,351.0,91.0,905,3.857142857142857
157,0.2,0.0,1719.0,310.0,256,5.54516129032258
158,3.2333333333333334,6800.0,11486.0,1087.0,1337,10.566697332106715
159,0.0,6800.0,1293.0,547.0,2427,2.363802559414991
160,12.766666666666667,6800.0,25689.0,6151.0,1020,4.176394082263046
161,10.0,15800.0,11102.0,1788.0,282,6.20917225950783
162,0.0,2200.0,340.0,40.0,471,8.5
163,51.28333333333333,3600.0,221277.0,6414.0,2204,34.49906454630496
164,0.0,13800.0,1232.0,721.0,655,1.7087378640776698
165,0.0,4800.0,2492.0,498.0,1899,5.004016064257028
166,0.0,3100.0,84.0,26.0,410,3.230769230769231
167,24.93333333333333,0.0,785.0,84.0,127,9.345238095238095
168,1.7666666666666666,12500.0,9255.0,1135.0,88,8.154185022026432
169,0.5,16900.0,1544.0,634.0,327,2.4353312302839116
170,2.5,2600.0,4245.0,255.0,5,16.647058823529413
171,0.0,12500.0,2807.0,469.0,1712,5.985074626865671
172,0.0,13400.0,6992.0,423.0,622,16.52955082742317
173,1.75,5000.0,17278.0,445.0,1578,38.826966292134834
174,0.0,6800.0,4075.0,397.0,421,10.26448362720403
175,0.0,6800.0,754.0,130.0,1312,5.8
176,0.0,12900.0,15695.0,2645.0,973,5.933837429111531
177,0.08333333333333333,3600.0,757.0,195.0,725,3.882051282051282
178,0.0,3600.0,1261.0,497.0,1070,2.5372233400402413
179,0.05,8800.0,2209.0,475.0,114,4.650526315789474
180,0.0,9900.0,12537.0,1746.0,807,7.180412371134021
181,0.3333333333333333,5700.0,514.0,222.0,-432,2.315315315315315
182,0.0,6400.0,7687.0,4014.0,559,1.9150473343298455
183,14.433333333333335,5400.0,4526.0,480.0,67,9.429166666666667
184,0.0,12900.0,12554.0,2868.0,985,4.377266387726639
185,0.8333333333333334,12700.0,210988.0,4982.0,1364,42.350060216780406
186,4.216666666666667,4800.0,683.0,38.0,913,17.973684210526315
187,0.03333333333333333,9900.0,5559.0,416.0,2787,13.36298076923077
188,0.0,6700.0,453.0,160.0,4014,2.83125
189,0.6,4800.0,1372.0,69.0,592,19.884057971014492
190,0.9833333333333332,17000.0,31993.0,1058.0,1719,30.23913043478261
191,0.2,1500.0,2809.0,492.0,968,5.709349593495935
192,6.316666666666666,20800.0,8351.0,2488.0,984,3.3565112540192925
193,0.0,5800.0,5683.0,1359.0,1070,4.181751287711553
194,0.0,6800.0,5338.0,699.0,1129,7.636623748211731
195,2.1166666666666667,3500.0,32156.0,5298.0,624,6.069460173650434
196,2.6333333333333333,8800.0,249706.0,50297.0,752,4.964630097222498
197,92.63333333333334,13300.0,47530.0,2488.0,81,19.10369774919614
198,0.0,0.0,3578.0,762.0,1009,4.695538057742782
199,0.0,6800.0,41729.0,2399.0,1342,17.394330971238016
200,0.0,0.0,0.0,0.0,271,0.0
201,0.0,7000.0,1422.0,154.0,1138,9.233766233766234
202,1.1666666666666667,5000.0,1202.0,296.0,411,4.0608108108108105
203,1.25,4800.0,4058.0,560.0,245,7.246428571428571
204,1.4,8000.0,43758.0,4142.0,143,10.564461612747465
205,0.016666666666666666,0.0,2713.0,332.0,861,8.171686746987952
206,0.31666666666666665,6000.0,6989.0,638.0,584,10.954545454545455
207,0.0,3600.0,1220.0,486.0,3330,2.5102880658436213
208,7.4,9000.0,29499.0,4930.0,-478,5.983569979716024
209,2.7,7000.0,102948.0,8055.0,-142,12.780633147113594
210,0.0,5000.0,141.0,28.0,896,5.035714285714286
211,0.0,11600.0,4711.0,1142.0,1420,4.1252189141856395
212,4.183333333333334,6800.0,12903.0,992.0,245,13.007056451612904
213,11.516666666666667,3700.0,193310.0,34095.0,1158,5.669746297111013
214,6.3,11800.0,7796.0,2533.0,724,3.077773391235689
215,0.0,3600.0,4692.0,614.0,1975,7.641693811074918
216,0.15,4000.0,177.0,51.0,968,3.4705882352941178
217,0.0,6800.0,1238.0,200.0,781,6.19
218,9.883333333333333,6900.0,32155.0,9237.0,94,3.4811085850384322
219,0.4166666666666667,2600.0,4898.0,1410.0,1488,3.473758865248227
221,31.983333333333334,5000.0,1651.0,382.0,506,4.321989528795812
222,7.516666666666667,18500.0,1849.0,644.0,653,2.87111801242236
223,0.0,9500.0,58815.0,2879.0,1829,20.42896839180271
224,0.0,7000.0,30160.0,1226.0,1666,24.600326264274063
225,3.033333333333333,0.0,86653.0,2667.0,601,32.490813648293965
226,4.766666666666667,13800.0,128486.0,53081.0,657,2.4205647971967372
227,2.2,9000.0,4834.0,785.0,351,6.15796178343949
228,5.4,11200.0,9349.0,1100.0,610,8.49909090909091
229,0.08333333333333333,6800.0,1132.0,284.0,1953,3.9859154929577465
230,5.033333333333333,3600.0,12411.0,1334.0,2267,9.30359820089955
231,0.25,9500.0,11955.0,2020.0,2231,5.9183168316831685
232,0.0,9000.0,244.0,99.0,350,2.4646464646464645
233,0.016666666666666666,12700.0,68895.0,5453.0,1176,12.634329726755913
234,5.383333333333334,0.0,76.0,5.0,327,15.2
235,0.0,5000.0,280.0,81.0,53,3.45679012345679
236,28.98333333333333,0.0,3159.0,1645.0,354,1.9203647416413374
237,0.0,6800.0,1656.0,300.0,1401,5.52
238,0.65,6800.0,22228.0,2682.0,1415,8.287844891871737
239,0.0,3100.0,50.0,5.0,403,10.0
240,0.21666666666666667,10000.0,1159.0,121.0,1168,9.578512396694215
241,0.0,8800.0,3360.0,615.0,1507,5.463414634146342
242,0.0,3600.0,1147.0,122.0,4320,9.401639344262295
243,0.0,9000.0,10303.0,1437.0,338,7.169798190675017
244,9.016666666666667,5900.0,11989.0,738.0,3129,16.245257452574524
245,0.25,26800.0,6414.0,437.0,502,14.677345537757438
246,0.0,3600.0,1796.0,264.0,3171,6.803030303030303
247,0.0,6400.0,2460.0,1175.0,2569,2.0936170212765957
248,0.0,13500.0,9066.0,562.0,2303,16.131672597864767
249,0.16666666666666666,3400.0,42.0,58.0,288,0.7241379310344828
250,5.116666666666666,1900.0,83914.0,2141.0,191,39.19383465670248
251,4.55,6800.0,6224.0,616.0,605,10.103896103896103
252,3.1166666666666667,4700.0,175.0,25.0,221,7.0
253,0.0,4800.0,3697.0,218.0,1490,16.958715596330276
254,0.0,3100.0,922.0,243.0,2440,3.794238683127572
255,0.4166666666666667,4800.0,14164.0,537.0,516,26.376163873370576
256,0.0,6800.0,5002.0,703.0,1545,7.1152204836415365
257,0.016666666666666666,5900.0,901.0,365.0,423,2.4684931506849317
258,2.716666666666667,6800.0,2682.0,415.0,1196,6.462650602409639
259,0.03333333333333333,8800.0,2816.0,251.0,1666,11.219123505976096
260,3.1666666666666665,3800.0,3175.0,335.0,1484,9.477611940298507
261,0.0,11200.0,970.0,357.0,2096,2.7170868347338937
262,0.0,6800.0,2418.0,384.0,737,6.296875
263,1.0166666666666666,19900.0,29827.0,12856.0,846,2.3200840074673303
264,0.0,6800.0,800.0,68.0,367,11.764705882352942
265,0.1,3600.0,16165.0,1121.0,1328,14.420160570918823
266,5.116666666666666,0.0,61.0,7.0,19,8.714285714285714
267,0.13333333333333333,8800.0,1337.0,383.0,427,3.4908616187989554
268,0.9166666666666666,6800.0,10999.0,546.0,228,20.144688644688646
269,78.7,9800.0,440902.0,436046.0,-137,1.0111364397334226
270,1.7666666666666666,10300.0,36004.0,820.0,-380,43.90731707317073
271,0.0,13800.0,204.0,6.0,341,34.0
272,0.0,2200.0,3567.0,563.0,538,6.335701598579041
273,0.0,3200.0,181.0,99.0,87,1.8282828282828283
274,0.0,1500.0,1832.0,82.0,551,22.341463414634145
275,113.8,2400.0,75828.0,2911.0,269,26.048780487804876
276,1.35,4800.0,6607.0,1674.0,1707,3.9468339307048983
277,0.0,1100.0,39.0,9.0,101,4.333333333333333
278,0.0,19000.0,21211.0,4645.0,1280,4.566415500538213
279,0.0,10000.0,2470.0,316.0,522,7.8164556962025316
280,1.3666666666666667,5900.0,4736.0,661.0,662,7.164901664145234
281,0.2333333333333333,9900.0,1686.0,326.0,335,5.171779141104294
282,0.0,6800.0,21158.0,16764.0,558,1.2621092817943211
283,1.0833333333333333,0.0,82806.0,65127.0,-201,1.2714542355705007
284,0.0,3700.0,3775.0,413.0,822,9.14043583535109
285,0.7333333333333333,6200.0,1171.0,187.0,985,6.262032085561497
286,0.0,3600.0,98.0,137.0,2555,0.7153284671532847
287,0.2833333333333333,3900.0,1697.0,116.0,1355,14.629310344827585
288,0.0,6400.0,15087.0,932.0,3872,16.18776824034335
289,0.0,16800.0,2217.0,1243.0,871,1.7835880933226067
290,0.6166666666666667,3700.0,3878.0,332.0,407,11.680722891566266
291,0.0,4800.0,10809.0,2301.0,1267,4.697522816166884
292,0.0,2999.0,1186.0,330.0,541,3.5939393939393938
293,0.0,3400.0,213.0,44.0,636,4.840909090909091
294,0.26666666666666666,0.0,6913.0,800.0,196,8.64125
295,2.6,8800.0,41426.0,5190.0,1556,7.981888246628131
296,2.4833333333333334,6900.0,2129.0,1013.0,978,2.1016781836130307
297,0.0,7900.0,1326.0,139.0,1485,9.53956834532374
298,0.0,6800.0,4257.0,756.0,427,5.630952380952381
299,2.8833333333333333,8800.0,114.0,29.0,229,3.9310344827586206
300,0.2333333333333333,4900.0,978.0,155.0,319,6.309677419354839
301,0.2333333333333333,2100.0,201.0,52.0,779,3.8653846153846154
302,0.15,8800.0,440.0,57.0,-76,7.719298245614035
303,0.4166666666666667,400.0,1266.0,123.0,752,10.292682926829269
304,0.0,3700.0,8255.0,622.0,1066,13.271704180064308
305,0.7166666666666667,8000.0,565.0,161.0,2,3.5093167701863353
306,0.0,4800.0,125.0,32.0,869,3.90625
307,0.03333333333333333,6800.0,3361.0,969.0,1351,3.4685242518059853
308,22.35,11900.0,330688.0,127502.0,1166,2.5935906887735096
309,20.616666666666667,24800.0,24088.0,4546.0,147,5.298724153101627
310,0.0,7800.0,41141.0,6291.0,1128,6.539659831505325
311,0.0,6800.0,363.0,67.0,1196,5.417910447761194
313,0.0,7200.0,2983.0,1438.0,962,2.0744089012517386
314,0.0,6400.0,2557.0,2333.0,559,1.096013716245178
315,0.0,10000.0,1653.0,616.0,335,2.6834415584415585
316,0.0,11200.0,2800.0,129.0,775,21.705426356589147
317,0.05,3600.0,1753.0,459.0,3199,3.8191721132897603
318,2.0166666666666666,7000.0,4633.0,865.0,416,5.35606936416185
319,0.8166666666666667,2100.0,7790.0,185.0,358,42.108108108108105
320,0.0,11200.0,20898.0,2062.0,2129,10.134820562560622
321,0.0,6800.0,177.0,4.0,478,44.25
322,1.3666666666666667,0.0,0.0,0.0,1009,0.0
323,1.2666666666666666,9800.0,1306.0,258.0,253,5.062015503875969
324,0.2833333333333333,3800.0,2099.0,87.0,383,24.126436781609197
325,3.15,9000.0,15327.0,949.0,-385,16.15068493150685
326,0.0,3600.0,331.0,127.0,1449,2.606299212598425
327,0.0,4800.0,845.0,333.0,1565,2.5375375375375375
328,0.0,1800.0,1688.0,233.0,1344,7.244635193133047
329,2.3833333333333333,24800.0,251.0,35.0,350,7.171428571428572
330,0.0,6800.0,378.0,42.0,653,9.0
331,2.533333333333333,8800.0,15943.0,296.0,631,53.861486486486484
332,0.31666666666666665,0.0,135.0,29.0,391,4.655172413793103
333,0.0,4800.0,854.0,204.0,695,4.186274509803922
334,0.0,11800.0,27271.0,741.0,1941,36.802968960863694
335,0.0,2500.0,730.0,90.0,1959,8.11111111111111
336,0.6833333333333333,4800.0,1949.0,94.0,38,20.73404255319149
337,0.0,9900.0,2292.0,463.0,678,4.950323974082074
338,0.0,5000.0,5034.0,1589.0,552,3.1680302076777846
339,5.883333333333334,3600.0,5641.0,687.0,1556,8.211062590975255
340,0.08333333333333333,4000.0,58.0,0.0,913,1.0
341,0.6166666666666667,0.0,42.0,32.0,186,1.3125
342,1.1166666666666667,7900.0,1142.0,108.0,1468,10.574074074074074
343,0.0,7900.0,609.0,92.0,1024,6.619565217391305
344,0.05,4800.0,6383.0,833.0,1556,7.662665066026411
345,63.8,8000.0,31062.0,1077.0,-415,28.841225626740947
346,0.0,3600.0,1975.0,44.0,658,44.88636363636363
347,23.63333333333333,20800.0,23338.0,7681.0,347,3.038406457492514
348,0.0,2000.0,263.0,63.0,2163,4.174603174603175
349,0.3333333333333333,4800.0,3083.0,202.0,247,15.262376237623762
350,2.45,3700.0,11922.0,2303.0,1201,5.176726009552757
351,0.0,5000.0,106.0,23.0,561,4.608695652173913
352,0.7833333333333333,8800.0,150.0,91.0,339,1.6483516483516483
353,0.0,6800.0,19008.0,4849.0,1149,3.919983501752939
354,0.0,8300.0,5099.0,1719.0,817,2.966259453170448
355,0.0,6800.0,718.0,159.0,477,4.515723270440252
356,0.0,10000.0,915.0,102.0,1551,8.970588235294118
